data_fold,paradigm,window,model,method,subject,fold,percentage_removed,MoRF_score_mean,MoRF_score_std,LeRF_score_mean,LeRF_score_std,ROAD_score_gap_mean,ROAD_score_gap_std,n_samples
,MI,2.5-5,shallowconvnet,Occlusion,43.0,1,5.0,0.6332167949527502,0.309669061800962,0.9976380124688149,0.009565187739677291,0.36442121751606465,0.3071458815464778,40
,MI,2.5-5,shallowconvnet,Occlusion,43.0,1,10.0,0.4368382314685732,0.36434862566906673,0.9936999633908272,0.034463233091115306,0.556861731922254,0.3592426819347524,40
,MI,2.5-5,shallowconvnet,Occlusion,43.0,1,20.0,0.3450712035293691,0.3408174902770334,0.9942635625600815,0.027798574255001103,0.6491923590307124,0.3371364678244674,40
,MI,2.5-5,shallowconvnet,Occlusion,43.0,1,30.0,0.3018394194543362,0.3226655329432815,0.9954618379473686,0.010817889809155401,0.6936224184930324,0.3199717088045003,40
,MI,2.5-5,shallowconvnet,Occlusion,43.0,1,50.0,0.28046385146153624,0.2627004099398559,0.9907971560955048,0.01518652221118156,0.7103333046339685,0.2556397614620457,40
,MI,2.5-5,shallowconvnet,Occlusion,43.0,1,70.0,0.28408593871427,0.30802766592957936,0.9712282255291939,0.04479134880308205,0.6871422868149238,0.30588662959564134,40
,MI,2.5-5,shallowconvnet,Occlusion,43.0,1,90.0,0.34170783794388926,0.37552229538306403,0.6995861025352497,0.40176736430561016,0.3578782645913604,0.4759257862604281,40
,MI,2.5-5,shallowconvnet,Occlusion,43.0,1,100.0,0.4999999867686711,0.5063566583241523,0.4999999867686711,0.5063566583241523,0.0,0.0,40
,MI,2.5-5,shallowconvnet,STF-KernelSHAP,12.0,3,0.0,0.9069448573248727,0.13390001323441755,0.9069448573248727,0.13390001323441755,0.0,0.0,35
,MI,2.5-5,shallowconvnet,STF-KernelSHAP,12.0,3,1.0,0.8943984661783491,0.1542434562040958,0.9158284987722124,0.1264819996391616,0.021430032593863352,0.039224770388492966,35
,MI,2.5-5,shallowconvnet,STF-KernelSHAP,12.0,3,2.0,0.889073440858296,0.16624764832915206,0.921174921308245,0.1208064070835626,0.03210148044994899,0.06096067442865456,35
,MI,2.5-5,shallowconvnet,STF-KernelSHAP,12.0,3,5.0,0.872260268671172,0.21252319342435907,0.9365966064589364,0.11773043001336957,0.06433633778776442,0.11377060311419171,35
,MI,2.5-5,shallowconvnet,STF-KernelSHAP,12.0,3,10.0,0.8605349306549345,0.25598291619285507,0.9485955383096423,0.11927601007269127,0.08806060765470777,0.16664132681172145,35
,MI,2.5-5,shallowconvnet,STF-KernelSHAP,12.0,3,20.0,0.8423160422992494,0.3029110283537545,0.9457381887095315,0.15308039645923538,0.10342214641028218,0.2149814755753496,35
,MI,2.5-5,shallowconvnet,STF-KernelSHAP,12.0,3,30.0,0.8390106469326254,0.32843028542955,0.8659613350273243,0.28794211022678917,0.026950688094698957,0.28812370200326975,35
,MI,2.5-5,shallowconvnet,STF-KernelSHAP,12.0,3,50.0,0.717472208270624,0.45157128545491776,0.8400594111132834,0.3230878157877342,0.12258720284265955,0.28314954917984414,35
,MI,2.5-5,shallowconvnet,STF-KernelSHAP,12.0,3,70.0,0.7180541858286136,0.4518369501579499,0.8187980854484652,0.33936554694828885,0.10074389961985161,0.2446642837635241,35
,MI,2.5-5,shallowconvnet,STF-KernelSHAP,12.0,3,90.0,0.7142836622876884,0.45834512834297536,0.717897752416489,0.45292553959203247,0.003614090128800607,0.019218118328514302,35
,MI,2.5-5,shallowconvnet,STF-KernelSHAP,12.0,3,100.0,0.7142857142857153,0.45834924851410397,0.7142857142857153,0.45834924851410397,0.0,0.0,35
,MI,2.5-5,shallowconvnet,STF-KernelSHAP,43.0,1,0.0,0.9953305140137673,0.00857209449847356,0.9953305140137673,0.00857209449847356,0.0,0.0,40
,MI,2.5-5,shallowconvnet,STF-KernelSHAP,43.0,1,1.0,0.9847473084926606,0.03456823108037711,0.9948174521327019,0.008886678372920159,0.010070143640041352,0.030126592674315732,40
,MI,2.5-5,shallowconvnet,STF-KernelSHAP,43.0,1,2.0,0.9740769430994988,0.06567404342014273,0.9944027036428451,0.011135768461523105,0.020325760543346404,0.05891694619269262,40
,MI,2.5-5,shallowconvnet,STF-KernelSHAP,43.0,1,5.0,0.9337341524660587,0.11614549508833771,0.9888499319553375,0.027135430459766,0.055115779489278795,0.10053762379928974,40
,MI,2.5-5,shallowconvnet,STF-KernelSHAP,43.0,1,10.0,0.8607741624116898,0.17623407712881228,0.9889688894152642,0.016678907106836897,0.12819472700357437,0.17121413163085566,40
,MI,2.5-5,shallowconvnet,STF-KernelSHAP,43.0,1,20.0,0.6564275650307536,0.31155963256739,0.9591831728816033,0.09931593734783181,0.30275560785084965,0.3339635283446558,40
,MI,2.5-5,shallowconvnet,STF-KernelSHAP,43.0,1,30.0,0.5346734030099469,0.3870505572293422,0.901035389304161,0.20237579638736364,0.3663619862942141,0.3902885513341725,40
,MI,2.5-5,shallowconvnet,STF-KernelSHAP,43.0,1,50.0,0.38348706630677043,0.378884360783861,0.9376683361828327,0.1668660623948665,0.5541812698760623,0.3752821718650145,40
,MI,2.5-5,shallowconvnet,STF-KernelSHAP,43.0,1,70.0,0.3887485264370298,0.3625269463659112,0.9476574271917343,0.14885502095562964,0.5589089007547046,0.3601247425808866,40
,MI,2.5-5,shallowconvnet,STF-KernelSHAP,43.0,1,90.0,0.2243966293437552,0.30534515846333626,0.9593936843797565,0.15429672801756592,0.7349970550360012,0.31916607372222827,40
,MI,2.5-5,shallowconvnet,STF-KernelSHAP,43.0,1,100.0,0.5160469343536533,0.4881592452438936,0.5160469343536533,0.4881592452438936,0.0,0.0,40
